award_date,project_number,award_amount,award_type
2025-01-28,5UH3TR004040-04,425804,5
2025-01-28,5P50MH106435-09,3069435,5
2025-01-28,5R01HL153112-04,344162,5
2025-01-28,2R01CA235375-06,353924,2
2025-01-28,1R21CA299593-01,269280,1
2025-01-28,1R01AI185618-01A1,707534,1
2025-01-28,1K01ES036991-01,162024,1
2025-01-28,5I01HX003421-03,0,5
2025-01-28,5K01HL161330-03,146847,5
2025-01-28,5R01NS118009-04,389695,5
2025-01-28,5R01AG079859-03,492975,5
2025-01-28,5R01MH130705-03,538388,5
2025-01-28,1T32GM156666-01,164823,1
2025-01-28,5R25NS130655-02,125419,5
2025-01-28,5R01NR020013-04,419697,5
2025-01-28,1R01AI183624-01A1,550375,1
2025-01-28,5R01AG077000-04,637746,5
2025-01-28,1R21AG091282-01,443838,1
2025-01-28,5K24DC018603-05,195573,5
2025-01-28,5D43TW009580-13,292230,5
2025-01-28,2R35GM134893-06,606800,2
2025-01-28,1R01HL177516-01,774229,1
2025-01-28,1K99CA290077-01A1,163296,1
2025-01-28,5R01DC020841-03,581712,5
2025-01-28,5R01AG080186-03,613671,5
2025-01-28,5R01AG084531-02,765619,5
2025-01-28,5R01HL062150-32,403500,5
2025-01-28,5R01HL155035-05,388750,5
2025-01-28,5R01MH126041-04,630837,5
2025-01-28,1R13NS141192-01,20000,1
2025-01-28,6R43HL177950-02,396977,6
2025-01-28,5R01MH129207-04,608386,5
2025-01-28,1R21HD112673-01A1,201875,1
2025-01-28,5R01AG067021-05,511221,5
2025-01-28,5I01HX003667-02,0,5
2025-01-28,5RM1GM144227-04,1002376,5
2025-01-28,5K23HL171855-02,190670,5
2025-01-28,5K08NS112580-07,174960,5
2025-01-28,5R01GM123011-08,300378,5
2025-01-28,5R00CA267674-04,210551,5
2025-01-28,5R01CA271619-03,597132,5
2025-01-28,5D43TW009595-13,276825,5
2025-01-28,7R35GM153468-02,403650,7
2025-01-28,5D43TW010313-09,284846,5
2025-01-28,1R43DA062420-01,280207,1
2025-01-28,5R01HL137094-08,466356,5
2025-01-28,5R01MH127077-04,664069,5
2025-01-28,5R25GM144246-04,203686,5
2025-01-28,2R35GM133565-06,472015,2
2025-01-28,5R01CA267990-04,324186,5
2025-01-28,5R01GM144361-04,183438,5
2025-01-28,5R21AR082643-02,211921,5
2025-01-28,5R35GM145378-04,356486,5
2025-01-28,5R01CA270153-03,346644,5
2025-01-28,5I01BX003063-09,0,5
2025-01-28,1R21NS140949-01,193000,1
2025-01-28,1R01CA300689-01,679176,1
2025-01-28,5R01HL171292-02,684618,5
2025-01-28,5R01CA271503-03,485587,5
2025-01-28,5I01HX003610-02,0,5
2025-01-28,1R21AI191986-01,229163,1
2025-01-28,5R01NS121426-05,350086,5
2025-01-28,5R01NR016941-09,715057,5
2025-01-28,1R21AI185883-01A1,192757,1
2025-01-28,5R01AG076490-04,453253,5
2025-01-28,1R61AG090384-01,810596,1
2025-01-28,5R01HL150059-05,525396,5
2025-01-28,5R33CA278429-02,366184,5
2025-01-28,1R01AI189513-01,769366,1
2025-01-28,5R01NR016865-08,727621,5
2025-01-28,1R21AI188339-01A1,261492,1
2025-01-28,5R34DA059723-02,360000,5
2025-01-28,1R01DC022283-01,415743,1
2025-01-28,5R01HL160929-04,1560800,5
2025-01-28,5K01AR080833-03,125442,5
2025-01-28,5R01HL161618-04,505319,5
2025-01-28,1R25DE032518-01A1,134934,1
2025-01-28,1R01HL173531-01A1,737815,1
2025-01-28,1K22CA288946-01,183044,1
2025-01-28,1R01AI182654-01A1,569210,1
2025-01-28,5K23HL150279-05,159163,5
2025-01-28,1R61CA297947-01,230010,1
2025-01-28,5R01CA264971-04,503493,5
2025-01-28,5U01MH136221-02,523499,5
2025-01-28,7R01HL170132-03,517422,7
2025-01-28,1R35GM156498-01,445000,1
2025-01-28,1R01AI179924-01A1,824955,1
2025-01-28,5R00GM137077-04,220663,5
2025-01-28,5R01HL167113-03,273754,5
2025-01-28,5R01MH131566-02,686479,5
2025-01-28,1R35HL177406-01,1103783,1
2025-01-28,5R01AR073912-07,404832,5
2025-01-28,5R01AI148641-05,452461,5
2025-01-28,5U01CA267985-04,332592,5
2025-01-28,5R01MH129641-04,584897,5
2025-01-28,5R01NS131560-02,561031,5
2025-01-28,1R21CA296696-01,219351,1
2025-01-28,5I01BX005806-02,0,5
2025-01-28,5K99DE032048-02,164700,5
2025-01-28,5R01NS060123-18,603101,5
2025-01-28,1R21AI190779-01,231617,1
2025-01-28,5R01CA243142-06,450650,5
2025-01-28,5R35GM140862-05,362250,5
2025-01-29,1R01AI189624-01,600618,1
2025-01-29,5R00HL164969-04,249000,5
2025-01-29,2R35GM134896-06,684250,2
2025-01-29,1R01AI191067-01,838320,1
2025-01-29,5K01AG070284-05,108310,5
2025-01-29,1R56MH138596-01,729821,1
2025-01-29,1R15AI186824-01A1,430285,1
2025-01-29,1R01HL177642-01,762974,1
2025-01-29,1R21AI189792-01,278390,1
2025-01-29,5R01AT011267-05,657610,5
2025-01-29,1UG3AG090675-01,487386,1
2025-01-29,1K08MH136338-01A1,189540,1
2025-01-29,1R01AG087073-01A1,679475,1
2025-01-29,5R03NS135446-02,98450,5
2025-01-29,1R21AI184402-01A1,231000,1
2025-01-29,1R01CA290631-01A1,677998,1
2025-01-29,1R34MH136914-01A1,777437,1
2025-01-29,5K23DK135789-03,187916,5
2025-01-29,1R41AI188995-01,300000,1
2025-01-29,5R01AT012375-03,497585,5
2025-01-29,1R37CA288566-01A1,1131820,1
2025-01-29,1R01HL176901-01,740317,1
2025-01-29,1R01NS138119-01A1,654844,1
2025-01-29,5F31NS135914-02,51974,5
2025-01-29,1R44DA060640-01A1,411800,1
2025-01-29,1K99EY036122-01A1,132597,1
2025-01-29,1R01EY036002-01A1,526841,1
2025-01-29,1R21EY035810-01A1,240713,1
2025-01-30,1R01CA292106-01A1,465020,1
2025-01-30,5I01HX003151-05,0,5
2025-01-30,1R01AI189984-01,385575,1
2025-01-30,1R01NS136363-01A1,453104,1
2025-01-30,5R00AG068425-05,224100,5
2025-01-30,1R01HG013516-01A1,679878,1
2025-01-30,5I01HX003131-04,0,5
2025-01-30,1R25ES036012-01A1,132347,1
2025-01-30,1R21DA062508-01,197250,1
2025-01-30,5I01HX003719-02,0,5
2025-01-30,2T32GM135742-06,328320,2
2025-01-30,1R21EB037268-01,168596,1
2025-01-30,1R01EB035679-01A1,608944,1
2025-01-30,1R01AR083904-01A1,588302,1
2025-01-30,2R01AI147362-06A1,662810,2
2025-01-30,1R35GM156651-01,390000,1
2025-01-30,1R01AI182221-01A1,558747,1
2025-01-30,1R01HD117137-01,790989,1
2025-01-30,1R25DK141426-01,108000,1
2025-01-30,1R37CA288560-01A1,589591,1
2025-01-30,5I01HX003321-04,0,5
2025-01-30,1R21AI183052-01A1,202245,1
2025-01-30,1R35GM156454-01,440000,1
2025-01-30,2P01AI138949-06A1,1941828,2
2025-01-30,1R61HD117424-01,474946,1
2025-01-30,1R01HL172852-01A1,740037,1
2025-01-30,1R61HD117426-01,518754,1
2025-01-30,5I01CX002121-03,0,5
2025-01-30,1R13CA298025-01,15000,1
2025-01-30,1R01EB036493-01,545630,1
2025-01-30,1R03MH138898-01,73274,1
2025-01-30,1R21CA296230-01,267298,1
2025-01-30,5I21HX003712-02,0,5
2025-01-30,1R01CA297752-01,662096,1
2025-01-30,1R01HL172914-01A1,739236,1
2025-01-31,1T32GM156676-01,279245,1
2025-01-31,1R01NS139872-01,1124850,1
2025-01-31,1R35GM157207-01,393750,1
2025-01-31,1UG3AG090558-01,539352,1
2025-01-31,5UM1AI109565-12,27297773,5
2025-01-31,1R01CA285866-01A1,613220,1
2025-01-31,1K99HL177340-01,165364,1
2025-01-31,1R01MH138246-01A1,637749,1
2025-01-31,1R01MH138291-01,418750,1
2025-01-31,1R21AI185240-01A1,239120,1
2025-01-31,1R21NS140885-01,257750,1
2025-01-31,1R01AR085016-01,454050,1
2025-01-31,1R41CA298141-01,400000,1
2025-01-31,2T32GM135741-06,271070,2
2025-01-31,1R01HG014059-01,605280,1
2025-01-31,3OT2OD035404-01S6,22000000,3
2025-01-31,1R01CA290863-01A1,671757,1
2025-01-31,1K02NS140483-01,264600,1
2025-01-31,2R35GM133433-06,417177,2
2025-01-31,2R35GM131807-06,415800,2
2025-01-31,1R01AI190367-01,744977,1
2025-01-31,1U01NS139877-01,802003,1
2025-01-31,1R01HL171069-01A1,586021,1
2025-01-31,2T32GM135751-06,245448,2
2025-01-31,1R01AI185617-01A1,582618,1
2025-01-31,2U42OD012210-26,1095282,2
2025-01-31,1R01HL177524-01,777954,1
2025-01-31,1R01MH138485-01,837131,1
2025-01-31,1R35GM157311-01,379823,1
2025-01-31,1R01HL178372-01A1,674300,1
2025-01-31,1K23HL177175-01,174960,1
2025-01-31,2P01HL142494-06A1,2488354,2
2025-01-31,1R21AI186078-01A1,251250,1
2025-01-31,1R03CA297362-01,76000,1
2025-01-31,1R38HL177791-01,290881,1
2025-01-31,1R01HL173500-01A1,629319,1
2025-01-31,2R25CA181000-11A1,104415,2
2025-01-31,1R34MH136018-01A1,239551,1
2025-01-31,1R35GM157010-01,375430,1
2025-01-31,1R21AI185171-01A1,170000,1
2025-01-31,1R21AI185518-01A1,214742,1
2025-01-31,1R01CA299093-01,499744,1
2025-01-31,1R61NS140684-01,408277,1
2025-01-31,2R01AR073004-06A1,641189,2
2025-01-31,1R03AI190651-01,76873,1
2025-01-31,1R01MH135844-01A1,759581,1
2025-01-31,2R01NS115975-06,571444,2
2025-01-31,1R01NS140292-01,619969,1
2025-01-31,1R35GM156288-01,254919,1
2025-02-01,1R21AI191052-01,243713,1
2025-02-01,1R03AI185421-01A1,77843,1
2025-02-01,1R21AI185460-01A1,210867,1
2025-02-01,1R01AI188179-01,668488,1
2025-02-01,1R15HL177745-01,486291,1
2025-02-01,1R21AI190726-01,236292,1
2025-02-01,1R21AI190614-01,226980,1
2025-02-01,1R35GM155947-01,425960,1
2025-02-01,2R01HG009937-07,574300,2
2025-02-01,1R35GM157077-01,380495,1
2025-02-01,1R21AI190739-01,217976,1
2025-02-01,1R01HL173765-01A1,775992,1
2025-02-01,1R01NS139492-01A1,664772,1
2025-02-01,1R21AI186022-01A1,185866,1
2025-02-01,1R01AI184976-01A1,820623,1
2025-02-01,1R21AI190690-01,238787,1
2025-02-01,1T32GM156689-01,144552,1
2025-02-01,1R01HL172817-01A1,880735,1
2025-02-01,2R01HD099487-06A1,558419,2
2025-02-01,4R00HL164973-03,249000,4N
2025-02-03,1R21DE033889-01A1,252752,1
2025-02-03,1R03HL176736-01,117750,1
2025-02-03,1R01MH136540-01A1,768172,1
2025-02-03,5I01HX002755-05,0,5
2025-02-03,2R01MH120080-07A1,804213,2
2025-02-03,1R01CA292946-01A1,568151,1
2025-02-03,1R35GM156496-01,429000,1
2025-02-03,5I01HX002955-03,0,5
2025-02-03,1R37CA289752-01A1,674440,1
2025-02-03,1R21EY037046-01,253500,1
2025-02-03,1R21CA296712-01,269280,1
2025-02-03,5I01HX002922-05,0,5
2025-02-03,1K08NS140551-01,190485,1
2025-02-03,1R01CA285337-01A1,585931,1
2025-02-03,1R21MH139202-01,185165,1
2025-02-04,5I01RX003491-03,0,5
2025-02-05,2I01BX000800-13A1,0,2
2025-02-06,5I01HX003599-02,0,5
2025-02-06,5I01HX002910-04,0,5
2025-02-06,5I01HX003403-03,0,5
2025-02-06,5I01HX002489-04,0,5
2025-02-07,5R01HS029017-03,200000,5
2025-02-07,5I01HX002489-05,0,5
2025-02-07,5R01HS029001-03,194958,5
2025-02-11,1I01HX003729-01A2,0,1
2025-02-11,1I01HX003893-01A2,0,1
2025-02-12,5R01AI175185-03,601509,5
2025-02-12,5R01HD110500-03,604269,5
2025-02-12,5R00AI169473-03,243658,5
2025-02-12,5R01AI170834-03,629516,5
2025-02-12,4R01AI161085-04,731337,4N
2025-02-12,5F30CA268633-04,53974,5
2025-02-12,5R01AI160130-04,674837,5
2025-02-12,5R01AI170557-03,546001,5
2025-02-12,5R01AI181867-02,558733,5
2025-02-12,5R00CA277136-03,224100,5
2025-02-12,5R37CA267905-04,377467,5
2025-02-12,5K23AI159073-04,194722,5
2025-02-12,5R01AI169728-04,364324,5
2025-02-12,5K22AI166265-02,108000,5
2025-02-12,5R01AI158368-04,375875,5
2025-02-12,5R01HD111410-03,437165,5
2025-02-12,5R37AI021640-40,639040,5
2025-02-12,7R21AI173476-03,106711,7
2025-02-12,5UM1AI148685-06,2792722,5
2025-02-12,5R01AI183978-02,931829,5
2025-02-12,5R37AI048689-25,472500,5
2025-02-12,5R01AI173179-03,446624,5
2025-02-12,5R01AI154458-05,632725,5
2025-02-12,5R01AI175411-03,762292,5
2025-02-12,5R01AI175087-03,438967,5
2025-02-12,5R01CA258524-05,754071,5
2025-02-12,5R01AI174304-03,1399750,5
2025-02-12,5R21AI182982-02,203094,5
2025-02-12,5R01AI130197-07,640503,5
2025-02-12,5R01CA278852-02,439417,5
2025-02-12,5R01CA235152-07,364605,5
2025-02-12,5P50HD115356-02,1413477,5
2025-02-12,5R01CA258833-04,309112,5
2025-02-12,5R01AI153434-05,562407,5
2025-02-12,5U01AI155313-05,793041,5
2025-02-12,5R21AI175749-03,126541,5
2025-02-12,5R01HD108059-04,296429,5
2025-02-12,5K23AI156132-05,173415,5
2025-02-12,5R21AI183057-02,217125,5
2025-02-12,4R37CA237307-06,364399,4N
2025-02-12,5R01HD069609-15,595261,5
2025-02-12,5R01AI175724-03,611151,5
2025-02-12,5R01CA279746-02,527026,5
2025-02-12,5R01AI155398-06,577714,5
2025-02-12,5R01AI178870-02,687436,5
2025-02-12,5R01AI153342-04,756462,5
2025-02-12,5R01AI176197-02,379560,5
2025-02-12,5R01AI171390-03,844058,5
2025-02-12,5R21HD114014-02,204793,5
2025-02-12,5R01CA270010-03,426474,5
2025-02-12,5R01HD102344-05,517254,5
2025-02-12,5R01HD105944-04,478365,5
2025-02-12,5R01AI168684-04,513077,5
2025-02-13,5R01MH124981-05,585546,5
2025-02-13,5R01AI158830-05,468900,5
2025-02-13,5R01AI165947-04,739280,5
2025-02-13,5R01MH126923-04,413294,5
2025-02-13,5R01MH122622-05,492586,5
2025-02-13,5K08NS131572-02,205132,5
2025-02-13,5R01MH132911-03,660930,5
2025-02-13,5F30AI181285-02,53048,5
2025-02-13,5R01ES033703-04,504912,5
2025-02-13,3K00CA253718-06S1,5577,3
2025-02-13,5R01MH130538-03,682037,5
2025-02-13,5R42AI167175-03,979050,5
2025-02-13,7R03HD112103-02,93931,7
2025-02-13,5R01AI127469-08,780775,5
2025-02-13,5R01NR020184-04,522369,5
2025-02-13,5K24AI141744-07,198174,5
2025-02-13,5R01MH132908-02,464343,5
2025-02-13,5R01NS134493-02,473310,5
2025-02-13,5R01MH125978-05,343188,5
2025-02-13,5U01NS114312-05,782432,5
2025-02-13,5R44CA233381-06,1985831,5
2025-02-13,5R01MH122558-05,412952,5
2025-02-13,5R01HS029318-02,188087,5
2025-02-13,5R25HG006836-12,324000,5
2025-02-13,5R25NS110050-06,106044,5
2025-02-13,5R01AI173064-03,720276,5
2025-02-13,5U24HG000330-37,2240048,5
2025-02-13,5U24NS100656-08,348733,5
2025-02-13,5R37AI053531-22,534015,5
2025-02-13,5R25NS125597-02,119618,5
2025-02-13,5R01AI171093-03,785315,5
2025-02-13,5R01AI158814-05,583560,5
2025-02-13,5R01NS117428-04,444404,5
2025-02-13,7R01CA269394-03,320452,7
2025-02-13,5R01AI168097-04,470383,5
2025-02-13,5R01AI093771-11,440514,5
2025-02-13,5R01NS131184-03,433338,5
2025-02-13,5R33MH135002-02,596016,5
2025-02-13,5R01AI146581-05,490076,5
2025-02-13,5U01AI073755-17,1111778,5
2025-02-13,5U01AI141997-07,670995,5
2025-02-13,5R01NS124692-04,337887,5
2025-02-13,5R01ES032478-05,70456,5
2025-02-13,5R01NS124857-02,695849,5
2025-02-13,5R25HD074546-14,145801,5
2025-02-13,7R01CA271915-03,614367,7
2025-02-13,4R00CA293149-02,232878,4N
2025-02-13,5R21MH134184-02,173636,5
2025-02-13,5R01DE033909-02,527045,5
2025-02-13,3F99CA284292-02S1,3000,3
2025-02-13,5R01MH137669-02,677240,5
2025-02-13,5R01AI168478-03,595991,5
2025-02-13,5K99NS135130-03,121043,5
2025-02-13,5R01CA248501-05,355506,5
2025-02-13,5R01MH133812-02,651937,5
2025-02-13,5F31NS129269-03,40600,5
2025-02-13,5R01AI125416-09,583567,5
2025-02-13,5R37CA246565-05,513476,5
2025-02-13,5R01NR020334-05,498313,5
2025-02-13,5R01AI158353-05,495723,5
2025-02-13,5R01MH112661-08,343535,5
2025-02-13,5R01AI038903-29,440514,5
2025-02-13,4R37CA249305-06,338343,4N
2025-02-13,4K00CA284254-03,99216,4N
2025-02-13,5R01NS112153-03,363150,5
2025-02-13,4R00NS126642-03,224100,4N
2025-02-13,5R01MH132517-03,587137,5
2025-02-13,5R01AI177257-13,663183,5
2025-02-13,5R01CA268024-03,773307,5
2025-02-13,5R01AI173946-03,762816,5
2025-02-13,5R01CA279391-02,633159,5
2025-02-13,5R01AI128729-09,582546,5
2025-02-13,5R01HD107019-03,579845,5
2025-02-13,5R01AI174105-03,723680,5
2025-02-13,5R01HD111637-03,523460,5
2025-02-13,5R21CA280232-02,46173,5
2025-02-13,5R01MH130364-03,632539,5
2025-02-13,5R01MH132226-03,675098,5
2025-02-13,5R01MH125979-05,567518,5
2025-02-13,5UH3DE030869-04,482315,5
2025-02-13,5F32NS134563-02,76756,5
2025-02-13,5R01AI172133-03,527487,5
2025-02-13,5UH3DE031250-05,1044701,5
2025-02-13,5R01DE032830-03,658132,5
2025-02-13,5R01MH123748-05,412307,5
2025-02-13,5P30MH062512-25,1499994,5
2025-02-13,5U01AI165524-04,958026,5
2025-02-13,5R44MH125238-05,1196536,5
2025-02-13,7R01CA292949-02,399714,7
2025-02-13,5R01CA269365-03,305724,5
2025-02-13,5R01NS120986-04,594360,5
2025-02-13,5R25MH083620-15,233855,5
2025-02-13,5R01MH130216-03,548859,5
2025-02-13,5U24NS100680-08,341465,5
2025-02-13,5R01HD053112-15,626103,5
2025-02-13,5R01CA210916-09,334543,5
2025-02-13,5R01AI152068-06,490646,5
2025-02-13,5R01ES034095-02,512556,5
2025-02-13,1K99CA297013-01,132825,1
2025-02-13,5R01AI182066-02,767262,5
2025-02-13,5R37CA258261-04,400213,5
2025-02-13,7R21AI183477-02,166023,7
2025-02-13,5R01NR019831-04,696254,5
2025-02-13,5U01AI165527-04,905972,5
2025-02-13,5R01CA280482-02,559676,5
2025-02-13,5K99NS132984-02,163361,5
2025-02-13,5R01AI116868-09,867166,5
2025-02-13,5R01ES033892-04,606576,5
2025-02-13,5R01AI169344-04,739544,5
2025-02-13,5R01MH130576-02,387577,5
2025-02-13,5R01NS036942-26,444432,5
2025-02-13,7DP1CA291173-02,545999,7
2025-02-13,5R01AI162943-04,636497,5
2025-02-13,5R37CA244940-06,347577,5
2025-02-13,5R01AI168022-04,388255,5
2025-02-13,5R01MH125905-04,401416,5
2025-02-13,5R01NS121154-05,398755,5
2025-02-13,5R01AI140405-06,363517,5
2025-02-13,5R01AI167947-04,374663,5
2025-02-13,5R01AI181634-02,577777,5
2025-02-13,5R01AI182247-02,726387,5
2025-02-13,5R37HD087089-09,530474,5
2025-02-13,5R01CA258759-04,578964,5
2025-02-13,5R01NS070711-16,563436,5
2025-02-13,5R01MH085802-15,329588,5
2025-02-13,5R01AI163217-04,654511,5
2025-02-13,5R01AI150610-05,661369,5
2025-02-13,5R01NS134976-02,487904,5
2025-02-13,5R01AI125517-09,464756,5
2025-02-13,5R01CA271431-03,536076,5
2025-02-13,5R01AI171445-03,377088,5
2025-02-13,5R01AI155412-05,813238,5
2025-02-13,5R21CA280148-02,163567,5
2025-02-13,5R01MH134882-02,545383,5
2025-02-13,5R01AI176670-03,681312,5
2025-02-13,5R01NS073671-11,443900,5
2025-02-13,5R01AI158433-05,544440,5
2025-02-13,5R01NS043314-19,332213,5
2025-02-13,5R33AT012328-02,461592,5
2025-02-13,7R21CA277399-02,126477,7
2025-02-13,5R01MH136955-02,533771,5
2025-02-13,5F31NS132554-02,51974,5
2025-02-13,5R01MH132822-03,486185,5
2025-02-14,5R01AG065259-05,379687,5
2025-02-14,5R01AG081841-03,683192,5
2025-02-14,5R00AG066932-05,224100,5
2025-02-14,5R01EY027018-09,326868,5
2025-02-14,5R01AG070973-05,665060,5
2025-02-14,3U01NS114312-05S1,77998,3
2025-02-14,5R01EY024942-07,366750,5
2025-02-14,5R01EY035688-02,415763,5
2025-02-14,5R01EY022313-12,496873,5
2025-02-14,5R01AG087324-02,508112,5
2025-02-14,5R01EY035899-02,571462,5
2025-02-14,5R01LM013766-04,323213,5
2025-02-14,5R01NS131514-02,351000,5
2025-02-14,5R01HG013358-02,405331,5
2025-02-14,5K99DK138271-02,90000,5
2025-02-14,5U01NR020556-04,471612,5
2025-02-14,5R01NR013912-11,689417,5
2025-02-14,3R01MH133925-01A1S1,65363,3
2025-02-14,5R43CA287494-02,103714,5
2025-02-14,5R01AG074989-04,681131,5
2025-02-14,5R01MH136272-02,518666,5
2025-02-14,5R01AR083222-02,519150,5
2025-02-14,5R01CA278995-02,441757,5
2025-02-14,5R01MH124675-05,198263,5
2025-02-14,5R01ES030197-07,499625,5
2025-02-14,5R01NS090874-14,496005,5
2025-02-14,5R01LM013616-04,306159,5
2025-02-14,7R01NS106906-06,343681,7
2025-02-14,5R01CA257370-06,405161,5
2025-02-14,5R01NS110853-05,454382,5
2025-02-14,5R21HG013413-02,300811,5
2025-02-14,5R01MH137461-02,610132,5
2025-02-14,5R01MH125423-04,431692,5
2025-02-14,5K23MH125023-05,180721,5
2025-02-14,5F31AG084295-02,36577,5
2025-02-14,5R01EY031286-05,549272,5
2025-02-14,5R01CA255211-05,396645,5
2025-02-14,5R01MH126035-05,446816,5
2025-02-14,5R01AG081807-03,558631,5
2025-02-14,5R01AR082880-02,649110,5
2025-02-14,5R01AG077685-03,592201,5
2025-02-14,5R01MH132204-03,496171,5
2025-02-14,7R01CA277527-03,566570,7
2025-02-14,4K00CA284294-03,100760,4N
2025-02-14,5R21NS136978-02,286563,5
2025-02-14,5R01AG077507-03,693888,5
2025-02-14,5R21EY035901-02,205000,5
2025-02-14,5R01DC019426-04,624524,5
2025-02-14,5P30EY007551-38,620000,5
2025-02-14,5U01DK135012-03,750256,5
2025-02-14,7K23HD113837-02,155811,7
2025-02-14,5R01HL169798-02,762743,5
2025-02-14,4R00NS126722-03,224099,4N
2025-02-14,4R00MH135177-03,219955,4N
2025-02-14,5UG1EY014231-24,10500000,5
2025-02-14,3R01MH120776-05S2,847000,3
2025-02-14,5R01AG075758-03,5101398,5
2025-02-14,5U01DK134966-03,647882,5
2025-02-14,5R01AG080470-03,612037,5
2025-02-14,5R01MH060379-24,329588,5
2025-02-14,5R01AG084472-03,423297,5
2025-02-14,5R01AG077628-04,644112,5
2025-02-14,5R01EY026588-08,551888,5
2025-02-14,5R01CA257509-05,412656,5
2025-02-14,5R37CA266777-03,717404,5
2025-02-14,7R01EY033950-04,392356,7
2025-02-14,5R13HG013619-02,19875,5
2025-02-14,5R01CA090764-23,420953,5
2025-02-14,5F32NS129591-03,55304,5
2025-02-14,5R01CA240555-05,411972,5
2025-02-14,5R37CA277043-03,490291,5
2025-02-14,5R21DC021024-02,141750,5
2025-02-14,5R01AR082523-02,489736,5
2025-02-14,5R01DK138369-02,1095529,5
2025-02-14,5R01AG067419-05,646905,5
2025-02-14,5R01CA269954-03,600457,5
2025-02-14,5R01NS121233-04,375325,5
2025-02-14,5K23NS130143-02,224924,5
2025-02-14,5R21EY035834-02,203750,5
2025-02-14,5R01CA260838-04,384276,5
2025-02-14,5K23AR083506-02,162540,5
2025-02-14,5R01EY034493-03,555742,5
2025-02-14,5R01EY033532-04,402500,5
2025-02-14,5R01NS133693-02,461926,5
2025-02-14,5R01NS129695-03,345988,5
2025-02-14,7R01CA284651-03,488632,7
2025-02-14,5U01DK135002-03,749173,5
2025-02-14,5R01NS134859-02,713385,5
2025-02-14,5R21CA288795-02,203222,5
2025-02-14,5R01AG080842-03,736634,5
2025-02-14,5U24HG010615-06,1323001,5
2025-02-14,5UG1EY011751-29,8000000,5
2025-02-14,5R01GM148613-03,282775,5
2025-02-14,5R33HL162681-03,675642,5
2025-02-14,5R01AG070937-05,6310511,5
2025-02-14,5R34MH128502-03,177473,5
2025-02-14,5R01ES031606-05,566148,5
2025-02-14,5R01MH101377-13,634489,5
2025-02-14,5R01AR076973-05,338567,5
2025-02-14,5R13DC019564-05,4500,5
2025-02-14,5F30HL167457-03,40688,5
2025-02-14,5R01AI079178-13,501005,5
2025-02-14,5R01AG076235-04,510853,5
2025-02-14,7R01ES033634-04,362848,7
2025-02-14,5U01DK134975-03,681677,5
2025-02-14,5K01OD031810-03,99392,5
2025-02-14,5T32DK007198-50,187498,5
2025-02-14,5K24ES031131-05,163581,5
2025-02-14,5R01MH116008-07,442452,5
2025-02-14,5R01DC018542-05,252113,5
2025-02-14,5K01AG072789-05,140265,5
2025-02-14,5R01CA271545-03,611239,5
2025-02-14,5R01AG087407-02,688104,5
2025-02-14,5UH3DE030531-04,698428,5
2025-02-14,5R01AG071585-04,498473,5
2025-02-14,5R01EB033170-03,508447,5
2025-02-14,5R01MH124839-05,301273,5
2025-02-14,5U01DK134958-03,566914,5
2025-02-14,5R01EY034988-03,656020,5
2025-02-14,5R01MH129185-04,562838,5
2025-02-14,5U24NS129501-03,357674,5
2025-02-14,3R01CA285725-01A1S1,19480,3
2025-02-14,5R01CA255618-04,543557,5
2025-02-14,5R01EY033969-03,584129,5
2025-02-14,5F31NS131011-03,48974,5
2025-02-14,5R01MH130331-03,333625,5
2025-02-14,5R01HG013350-02,541262,5
2025-02-14,5R01DE030427-05,325128,5
2025-02-14,5UH3AG064704-05,4364197,5
2025-02-14,5U24HG013300-02,1915153,5
2025-02-14,5R01NR020368-04,601130,5
2025-02-14,5R01NR020606-03,453987,5
2025-02-14,5R01CA239093-06,389804,5
2025-02-14,5F31AG086016-02,48974,5
2025-02-14,5R01NR021007-03,717434,5
2025-02-14,5R01EY029788-07,472249,5
2025-02-14,5UC2AR081023-04,600000,5
2025-02-14,5R01EY012549-20,478870,5
2025-02-14,5R01ES033660-04,417236,5
2025-02-14,5P01CA214091-09,1501823,5
2025-02-14,5F31DK138780-02,25238,5
2025-02-14,5R01MH116252-05,269992,5
2025-02-14,5R01AG080468-03,557412,5
2025-02-14,5R01EY034003-03,663495,5
2025-02-14,5R00EY032119-05,249000,5
2025-02-14,5R01MH134830-02,636353,5
2025-02-14,5P30MH133399-03,1499997,5
2025-02-14,5R01MH082017-18,698278,5
2025-02-14,5R01EY033772-03,593691,5
2025-02-14,5K23EY034602-02,189780,5
2025-02-14,5R42EY034397-03,622448,5
2025-02-14,5U01DK134976-03,751761,5
2025-02-14,5U01DK134978-03,662069,5
2025-02-14,5R01HG011065-05,331308,5
2025-02-14,5R01CA261995-05,316018,5
2025-02-14,5R01AG081840-03,759334,5
2025-02-14,5U24NS100659-08,688334,5
2025-02-14,5F32HL172586-02,86488,5
2025-02-14,5R01NS126418-04,323474,5
2025-02-14,5R01EY032564-04,437571,5
2025-02-14,5R01EY033712-04,514844,5
2025-02-14,5R00NS121274-04,224101,5
2025-02-14,5R01ES036206-02,702691,5
2025-02-14,4R00CA273171-02,224100,4N
2025-02-14,5R01MH126351-05,371228,5
2025-02-14,5R01NS102423-07,596032,5
2025-02-14,5R44NR020320-03,734677,5
2025-02-14,5R01MH129354-03,581152,5
2025-02-14,5R01AG081479-03,657335,5
2025-02-14,5R00AG068303-04,224100,5
