award_date,project_number,award_amount,award_type
2025-01-23,5R01AI176658-03,792505,5
2025-01-23,5R01CA286998-02,481668,5
2025-01-23,5R01AG061111-05,605800,5
2025-01-23,5R01EY035510-03,393545,5
2025-01-23,5R37CA266344-04,554542,5
2025-01-23,3R01CA257502-05S1,64023,3
2025-01-23,5R01AG082328-02,618299,5
2025-01-23,5R01CA268597-04,373164,5
2025-01-23,5R01EY035514-02,471569,5
2025-01-23,5R35GM153257-02,364176,5
2025-01-23,5R01HL157387-04,612596,5
2025-01-23,5K01AG070279-03,125590,5
2025-01-23,1R13AI188931-01,6500,1
2025-01-23,5R41EY035879-02,178554,5
2025-01-23,1R21EB036732-01,209107,1
2025-01-23,5R01NS110859-07,451210,5
2025-01-23,5F32MH135634-02,73828,5
2025-01-23,5R01CA285456-02,489684,5
2025-01-23,1I01RX005058-01A1,0,1
2025-01-23,1R35GM157011-01,385298,1
2025-01-23,5R01MH130064-04,532651,5
2025-01-23,5R37MH080243-14,591526,5
2025-01-23,5U24NS130600-03,879383,5
2025-01-23,5R01HG012303-04,486818,5
2025-01-23,1R01EB035549-01A1,487350,1
2025-01-23,5F31HD113306-02,36960,5
2025-01-23,1OT2OD038101-01,1673650,1
2025-01-23,5R00HL157690-04,249000,5
2025-01-23,1R35GM156188-01,438629,1
2025-01-23,5R35GM130327-07,611060,5
2025-01-23,5K00MH134248-05,82180,5
2025-01-23,5K99AT012787-02,128046,5
2025-01-23,5P30MH097488-13,854773,5
2025-01-23,5R01DA049733-05,422515,5
2025-01-23,5R01HD111022-03,515211,5
2025-01-23,5R21MH133012-02,210355,5
2025-01-23,5R01DK093674-13,538085,5
2025-01-23,1R35GM156895-01,349681,1
2025-01-23,1R01CA296916-01,693075,1
2025-01-23,5R01CA279795-02,509593,5
2025-01-23,5R01EY033495-04,457650,5
2025-01-23,5R01NS131466-02,693671,5
2025-01-23,5R01AG076142-04,594507,5
2025-01-23,5K23AG072383-04,181040,5
2025-01-23,5R01AR080896-03,476629,5
2025-01-23,5R01NS126691-03,350943,5
2025-01-23,5R37DA015612-22,630892,5
2025-01-23,5R01AR083763-02,365755,5
2025-01-23,4UH3DA047707-03,3450000,4N
2025-01-23,1R35GM156335-01,389600,1
2025-01-23,1K01DA059657-01A1,155140,1
2025-01-23,5R01CA239308-05,776274,5
2025-01-23,5R01MH136990-02,667306,5
2025-01-23,5R01AR079485-04,446823,5
2025-01-23,5R01DK105550-13,366251,5
2025-01-23,5F31HL167460-03,41251,5
2025-01-23,2R35GM133499-06,479038,2
2025-01-23,1K99CA289959-01A1,123409,1
2025-01-23,1R35GM157209-01,398750,1
2025-01-23,5U24NS107216-07,375938,5
2025-01-23,1R01HD114673-01A1,492869,1
2025-01-23,2R35GM134947-06,726555,2
2025-01-23,5R01AG082185-03,1969360,5
2025-01-23,5R21CA288673-02,169353,5
2025-01-23,1R01AI182141-01A1,649053,1
2025-01-23,5R01EY035254-03,494058,5
2025-01-23,5R01GM152809-02,510508,5
2025-01-23,3R01HD104801-05S1,97107,3
2025-01-23,3U01NS114042-04S1,152474,3
2025-01-23,5R01HL168897-02,669381,5
2025-01-23,3K23HL157766-04S1,75600,3
2025-01-23,1R13AI188928-01,6500,1
2025-01-23,1R13AI191562-01,7500,1
2025-01-23,5R01MH133123-03,551618,5
2025-01-23,5R01GM144578-04,319978,5
2025-01-23,1R35GM156956-01,390000,1
2025-01-23,1R01CA289704-01A1,472921,1
2025-01-23,5R35GM153252-02,410670,5
2025-01-23,1K23DA061939-01,193550,1
2025-01-23,1R21AI185735-01A1,230000,1
2025-01-23,5K24AG049057-10,178374,5
2025-01-23,5R01GM115510-08,346674,5
2025-01-23,5R01CA269472-04,528023,5
2025-01-23,5R01AI155558-05,752874,5
2025-01-23,5K23MH122773-05,174701,5
2025-01-23,2R01AI107029-11,500138,2
2025-01-23,5R01MH131480-03,441781,5
2025-01-23,5T32GM139779-04,561813,5
2025-01-23,1R61AI187098-01,431143,1
2025-01-23,5R01AG058854-05,583112,5
2025-01-23,3R01CA236857-07S1,27852,3
2025-01-23,5R01AG075114-04,424932,5
2025-01-23,6R44CA236253-04,343362,6
2025-01-23,5R01GM126048-08,291078,5
2025-01-23,5R01AG070094-05,333706,5
2025-01-23,5R01HD111059-03,571103,5
2025-01-23,5R01NS092558-10,358289,5
2025-01-23,5R01MH127423-04,619380,5
2025-01-23,5R25NS125603-03,134628,5
2025-01-23,7R00ES033259-05,176635,7
2025-01-23,3R01EY033477-03S1,23288,3
2025-01-23,5R01MH126443-05,474163,5
2025-01-23,1R01ES036194-01A1,626812,1
2025-01-23,1R35GM156316-01,445000,1
2025-01-23,3R01AG053555-08S1,82192,3
2025-01-23,3R01MH128306-03S1,82192,3
2025-01-23,3R01NS127777-03S1,41691,3
2025-01-23,3R01NS122990-04S1,46840,3
2025-01-23,5R01HD113598-02,463242,5
2025-01-23,7R01DC020368-03,476256,7
2025-01-23,5R01AI172410-03,721067,5
2025-01-23,5R21EY035833-02,193750,5
2025-01-23,5K08HL161405-04,166320,5
2025-01-24,3K01MH127310-03S1,75600,3
2025-01-24,5R01NS133433-03,547547,5
2025-01-24,5T32GM148403-03,270995,5
2025-01-24,2I01BX005167-05,0,2
2025-01-24,1R21GM157695-01,193339,1
2025-01-24,3R01NS130130-02S1,40812,3
2025-01-24,5K00AG079813-04,78202,5
2025-01-24,4R00AI173660-03,248999,4N
2025-01-24,1K23HL173670-01A1,191777,1
2025-01-24,5I01HX002456-07,0,5
2025-01-24,1R35GM156183-01,546146,1
2025-01-24,5R37MH066031-17,636677,5
2025-01-24,7K01HD112541-02,92341,7
2025-01-24,1R01AI182148-01A1,785511,1
2025-01-24,5R01NS129784-03,552546,5
2025-01-24,3F32NS134683-01S1,3000,3
2025-01-24,1R21DK139507-01A1,222500,1
2025-01-24,5R01MH136875-02,679050,5
2025-01-24,1R35GM156397-01,528129,1
2025-01-24,1K23DA060336-01A1,188482,1
2025-01-24,5R01MH137305-02,455149,5
2025-01-24,5R01GM141544-05,291060,5
2025-01-24,3F32HL168968-02S1,3000,3
2025-01-24,5R41AG085916-02,222594,5
2025-01-24,3R01NS129992-02S1,51768,3
2025-01-24,5R01NS128094-03,617886,5
2025-01-24,5R01MH129492-04,375986,5
2025-01-24,5R35GM144241-04,346500,5
2025-01-24,3U24OD023319-07S2,2478556,3
2025-01-24,5R01HD109784-03,368415,5
2025-01-24,4R00CA277554-03,248936,4N
2025-01-24,2R35GM133469-06,409145,2
2025-01-24,1R01AI182143-01A1,506394,1
2025-01-24,5R01HL161085-04,523125,5
2025-01-24,1R21AI182950-01A1,231700,1
2025-01-24,1R01AI181792-01A1,479249,1
2025-01-24,5R25AG081177-03,358068,5
2025-01-24,5R24OD034058-03,599371,5
2025-01-24,4R44HD112248-02,919209,4N
2025-01-24,5K24DA042720-08,199597,5
2025-01-24,5R01NS126219-03,491223,5
2025-01-24,5U24NS129500-03,371900,5
2025-01-24,5R01NS119615-05,397238,5
2025-01-24,5K22CA258677-03,178948,5
2025-01-24,2R01AI032539-33A1,674101,2
2025-01-24,5R01MH133334-03,618109,5
2025-01-24,5K23DA055210-03,165079,5
2025-01-24,5I01HX003653-03,0,5
2025-01-24,5R25NS133505-02,266678,5
2025-01-24,5R36MH135791-02,44464,5
2025-01-24,1R01AI190029-01,682879,1
2025-01-24,5R01HL157191-04,705285,5
2025-01-24,5R01NS120981-05,390581,5
2025-01-24,5R01MH134776-02,623533,5
2025-01-24,5R01HL171517-02,962808,5
2025-01-24,5F31AG081073-03,41259,5
2025-01-24,5I50BX005878-05,0,5
2025-01-24,5R35GM152106-02,527871,5
2025-01-24,5R01CA289258-02,359344,5
2025-01-24,1R01HL177113-01,633720,1
2025-01-24,4R44AI170133-02,986717,4N
2025-01-24,3U54NS123746-04S1,83873,3
2025-01-24,5R01HL161507-04,538358,5
2025-01-24,1R01EB036945-01,588880,1
2025-01-24,5R01MH124977-05,635275,5
2025-01-24,5R01AR069297-10,555169,5
2025-01-24,5R61CA287026-02,210796,5
2025-01-24,3R16GM150848-02S1,41666,3
2025-01-24,5R37CA286450-02,601262,5
2025-01-24,5K23AI154546-05,179145,5
2025-01-24,5R21NS136954-02,196296,5
2025-01-24,5F31HD114363-02,42574,5
2025-01-24,5T32GM144926-03,632213,5
2025-01-24,5I01HX003691-02,0,5
2025-01-24,5I01BX005173-04,0,5
2025-01-24,7R01GM135651-06,203968,7
2025-01-24,5R01HD103666-04,558197,5
2025-01-24,5R01HL161829-04,808164,5
2025-01-24,5R01MH131655-03,665078,5
2025-01-24,5R01CA269974-04,387589,5
2025-01-24,5K24HL141669-07,125068,5
2025-01-24,5R01NS121336-05,348125,5
2025-01-24,5R01CA269835-03,442928,5
2025-01-24,1R01DK136663-01A1,531999,1
2025-01-24,5R01MH136399-02,670804,5
2025-01-24,5R25HL161607-04,123120,5
2025-01-24,5R01NS126399-03,483456,5
2025-01-24,5R01CA271223-03,572302,5
2025-01-24,5R01AG082437-02,567578,5
2025-01-24,5R01AG070257-05,708020,5
2025-01-24,3R01AT011012-04S2,24110,3
2025-01-24,4R33NS124923-03,346500,4N
2025-01-24,5R01MH136197-02,510051,5
2025-01-24,5R01NS129563-02,511430,5
2025-01-24,5R01NS124802-04,654898,5
2025-01-24,1R01AI181938-01A1,790356,1
2025-01-24,2R35GM133769-06,395000,2
2025-01-24,1R01NS136371-01A1,525912,1
2025-01-24,5R01AG078261-02,718465,5
2025-01-24,5R01CA277599-04,570175,5
2025-01-24,5R01DA060762-02,627826,5
2025-01-24,5R01NS115881-05,341761,5
2025-01-24,5R35GM139540-05,356625,5
2025-01-24,5T32GM139805-04,229896,5
2025-01-24,5R01EY014061-20,488945,5
2025-01-24,5I01HX003411-04,0,5
2025-01-24,5F32AG076279-03,81364,5
2025-01-24,5K08GM148957-03,192024,5
2025-01-24,5R44AG047722-09,826900,5
2025-01-24,3K23MH135748-02S1,53844,3
2025-01-24,5R01CA258540-04,520132,5
2025-01-24,5R01NS122756-03,437343,5
2025-01-24,1R01CA286189-01A1,636185,1
2025-01-24,1R13NS141630-01,10000,1
2025-01-24,5I01HX003540-03,0,5
2025-01-24,3R01NS131865-02S1,28045,3
2025-01-24,2R01CA172310-11,527273,2
2025-01-24,5R01GM149957-03,354240,5
2025-01-24,2R35GM130367-06,431750,2
2025-01-24,1I01BX006978-01,0,1
2025-01-24,5R01HL163691-03,596688,5
2025-01-24,1R42AI188865-01,304629,1
2025-01-24,5R01EY018139-19,583140,5
2025-01-24,5R35GM152038-02,337638,5
2025-01-24,5K23HL161404-03,177120,5
2025-01-24,5R35GM148244-03,504940,5
2025-01-24,5R01CA247943-05,341584,5
2025-01-24,5R35GM144046-04,637200,5
2025-01-24,5K23DA060073-02,189812,5
2025-01-24,5U2CAG088071-02,1357069,5
2025-01-24,5R37DA057944-02,353178,5
2025-01-24,1R03EB036611-01,80500,1
2025-01-24,5R35GM152232-02,353250,5
2025-01-24,5R01NS098088-09,498769,5
2025-01-24,1K99CA290163-01A1,143788,1
2025-01-24,5R01MH135137-02,593114,5
2025-01-24,5R01MH125244-05,523574,5
2025-01-24,5R01AG074339-04,1085649,5
2025-01-24,5R01DA058613-02,469365,5
2025-01-24,1R35GM156623-01,451802,1
2025-01-24,5R21CA288671-02,161990,5
2025-01-24,5IK2CX002539-03,0,5
2025-01-24,5R25AG081164-03,394875,5
2025-01-24,1R01GM153714-01A1,343203,1
2025-01-24,5R01DA051202-05,566340,5
2025-01-24,5R01AG075100-04,349875,5
2025-01-24,5F31AG082506-02,41843,5
2025-01-24,5R01HL155085-05,417799,5
2025-01-24,7K99AG076871-03,75493,7
2025-01-24,5R01HL167975-02,725331,5
2025-01-24,5R01EY034755-03,515193,5
2025-01-24,2R01NS114510-06A1,522955,2
2025-01-24,5R01DA058311-03,591501,5
2025-01-24,5R01EY035293-03,469367,5
2025-01-24,1T32CA288354-01A1,343634,1
2025-01-24,5R01MH078064-20,583412,5
2025-01-24,5I01BX004249-07,0,5
2025-01-24,1R03ES037119-01,153851,1
2025-01-24,5R25DA054015-06,202151,5
2025-01-24,5R01NS126468-04,340916,5
2025-01-24,5R37CA276498-03,570293,5
2025-01-24,3R01NS103967-08S2,73505,3
2025-01-24,5R00HL161420-04,249000,5
2025-01-24,2I01BX002867-09A1,0,2
2025-01-24,5R01MH123567-05,554186,5
2025-01-24,5R01DA052909-05,651078,5
2025-01-24,5R01NS122927-04,118058,5
2025-01-24,1R43DA059306-01A1,306872,1
2025-01-24,5R00MH122663-05,211651,5
2025-01-24,5R00HD099154-05,224099,5
2025-01-24,5R01NS094184-09,526286,5
2025-01-24,5R01MH126518-05,641842,5
2025-01-24,5I01HX002477-05,0,5
2025-01-24,3R01NS136590-01S1,22558,3
2025-01-24,5I21HX003496-03,0,5
2025-01-24,3R01NS126391-03S1,17236,3
2025-01-24,5R01MH126195-05,584323,5
2025-01-24,5I01HX003453-03,0,5
2025-01-24,5R01CA255372-05,328702,5
2025-01-24,5R01CA277832-03,566604,5
2025-01-24,5R01MH130441-03,606258,5
2025-01-24,2R35GM136312-06,438672,2
2025-01-24,5R01EB035103-02,493733,5
2025-01-24,5R43AG085738-02,249995,5
2025-01-24,5R01HD109232-03,383639,5
2025-01-24,1K24AI185302-01A1,212169,1
2025-01-24,5U01AG086161-02,566115,5
2025-01-24,5K00MH133546-04,86065,5
2025-01-24,5T32HL155007-05,143965,5
2025-01-24,5R01EY031587-05,424699,5
2025-01-24,5R01MH135937-02,644100,5
2025-01-24,3R16NS129675-03S1,23027,3
2025-01-24,5F31HL168819-02,41915,5
2025-01-24,5R01MH129301-04,709270,5
2025-01-24,5F31AG081110-03,48974,5
2025-01-24,3R01CA236857-07S2,13539,3
2025-01-24,5R01CA276222-03,481412,5
2025-01-24,4UH3NS130202-02,1382351,4N
2025-01-24,5UH3NS125162-02,815888,5
2025-01-24,1K99CA297010-01,127629,1
2025-01-24,1R01CA297167-01,645323,1
2025-01-24,5R01MH134973-02,654490,5
2025-01-24,5R25NS130964-03,475869,5
2025-01-24,3U24CA268228-04S1,246350,3
2025-01-24,2U01AI125051-08,1305361,2
2025-01-24,5R01AR077591-05,305509,5
2025-01-24,5R01GM144647-04,304952,5
2025-01-24,5R61CA278518-02,203857,5
2025-01-24,7K99HD111686-03,57545,7
2025-01-24,1R21EY036199-01A1,231000,1
2025-01-24,5R21CA282528-02,224681,5
2025-01-24,7R21HD112985-02,440651,7
2025-01-24,1R01CA295436-01,572254,1
2025-01-24,5R01DA057866-03,578072,5
2025-01-25,1R01HL171396-01A1,385381,1
2025-01-25,5R01HL156144-05,409375,5
2025-01-25,5R33MH122647-05,687217,5
2025-01-25,5R34HL158586-03,245507,5
2025-01-25,5F31MH135698-02,41308,5
2025-01-25,5R01HL156008-04,442354,5
2025-01-27,5R00CA246083-05,224100,5
2025-01-27,5R01MH123442-04,1021649,5
2025-01-27,5I01BX005917-03,0,5
2025-01-27,5R01HL168728-09,616206,5
2025-01-27,5T32GM139785-05,369542,5
2025-01-27,7R01HL172846-02,410370,7
2025-01-27,5K01NS134784-02,244025,5
2025-01-27,5I01BX003901-06,0,5
2025-01-27,5I01BX005344-04,0,5
2025-01-27,5I21BX005850-03,0,5
2025-01-27,5I01BX001921-12,0,5
2025-01-27,5R01CA266978-04,479168,5
2025-01-27,5R01HL158049-04,421504,5
2025-01-27,5I01BX006049-03,0,5
2025-01-27,5I01BX006279-02,0,5
2025-01-27,5I01BX004063-07,0,5
2025-01-27,5IK2BX006205-02,0,5
2025-01-27,5I01BX003648-07,0,5
2025-01-27,5R01GM144414-04,281202,5
2025-01-27,1K99HG014014-01,158509,1
2025-01-27,5R01DA056113-03,549265,5
2025-01-27,5I01BX004102-08,0,5
2025-01-27,5I01BX005626-04,0,5
2025-01-27,1R01CA298383-01,757913,1
2025-01-27,5IK2BX005620-04,0,5
2025-01-27,1R01EB037456-01,545682,1
2025-01-27,5I01BX005934-03,0,5
2025-01-27,5I01BX003380-08,0,5
2025-01-27,5I01BX006386-02,0,5
2025-01-27,5I01BX005984-03,0,5
2025-01-27,5IK2BX005875-04,0,5
2025-01-27,5I01BX005290-04,0,5
2025-01-27,5I01BX006161-03,0,5
2025-01-27,5R35GM152007-02,329108,5
2025-01-27,4K00CA284248-02,88749,4N
2025-01-27,5I01BX005015-06,0,5
2025-01-27,1R21AI189245-01A1,243713,1
2025-01-27,5R35GM149218-04,351000,5
2025-01-27,5I01BX000200-15,0,5
2025-01-27,5R01ES035760-02,359000,5
2025-01-27,2R35GM131762-06,461870,2
2025-01-27,5I01BX000893-13,0,5
2025-01-27,5R01CA244576-05,405279,5
2025-01-27,1R01DK139163-01A1,671986,1
2025-01-27,5I01BX001799-13,0,5
2025-01-27,1R01AI184929-01A1,749594,1
2025-01-27,5R01AG076529-04,308361,5
2025-01-27,5I01BX006306-02,0,5
2025-01-27,1R35GM157082-01,393093,1
2025-01-27,5R01MH129374-03,634317,5
2025-01-27,5R01AG082965-02,594459,5
2025-01-27,5I01BX000347-17,0,5
2025-01-27,5I01BX004609-06,0,5
2025-01-27,5I01BX006074-03,0,5
2025-01-27,5I01BX005991-02,0,5
2025-01-27,5I01BX005919-03,0,5
2025-01-27,5I01BX003741-06,0,5
2025-01-27,1R21OD037752-01A1,257429,1
2025-01-27,5I01BX004893-05,0,5
2025-01-27,5I01BX002211-11,0,5
2025-01-27,5I01BX005399-04,0,5
2025-01-27,1R01HL173243-01A1,667704,1
2025-01-27,5I01BX000446-14,0,5
2025-01-27,5I01BX004619-06,0,5
2025-01-27,5I01BX005367-04,0,5
2025-01-27,5I01BX005705-04,0,5
2025-01-27,5I01BX006482-06,0,5
2025-01-27,5R35GM151985-02,578813,5
2025-01-27,5I01BX003451-08,0,5
2025-01-27,5I01BX006018-03,0,5
2025-01-27,5R21CA259543-02,164093,5
2025-01-27,5I01BX005267-04,0,5
2025-01-27,5R01NS122970-04,365625,5
2025-01-27,5IK6BX006192-03,0,5
2025-01-27,5R01HL174055-02,484502,5
2025-01-27,5K08EB034299-02,191138,5
2025-01-27,5I01BX002348-11,0,5
2025-01-27,5R24OD030033-04,615439,5
2025-01-27,2R01EY029602-06A1,566948,2
2025-01-27,5I01BX004270-07,0,5
2025-01-27,5I01BX005902-03,0,5
2025-01-27,5R01NS126280-04,452723,5
2025-01-27,1K99ES036168-01A1,126985,1
2025-01-27,5I01BX005794-04,0,5
2025-01-27,5R01DA058018-03,383014,5
2025-01-27,1R01HL176998-01,802762,1
2025-01-27,1R01HL171164-01A1,786147,1
2025-01-27,5R01DA057954-02,460817,5
2025-01-27,5I01BX006162-03,0,5
2025-01-27,5R21DE032798-02,172125,5
2025-01-27,5I01BX004288-06,0,5
2025-01-27,5R01CA286920-02,457824,5
2025-01-27,5R01MH133632-02,560525,5
2025-01-27,5R01AR082325-02,532751,5
2025-01-27,5I01BX001060-13,0,5
2025-01-27,5I01BX004547-06,0,5
2025-01-27,5K01MH122741-05,170197,5
2025-01-27,5I01BX005980-02,0,5
2025-01-27,5I01BX005674-04,0,5
2025-01-27,5I01BX004965-05,0,5
2025-01-27,5I01BX006064-02,0,5
2025-01-27,5I01BX000824-10,0,5
2025-01-27,5I01BX006231-02,0,5
2025-01-27,5I01BX006244-02,0,5
2025-01-27,5I50BX005578-05,0,5
2025-01-27,5I01BX005989-02,0,5
2025-01-27,1R24ES036917-01,558380,1
2025-01-27,5R01DA036246-10,486547,5
2025-01-27,3R01MH134809-01S1,30447,3
2025-01-27,5I01BX006014-03,0,5
2025-01-27,5K99NS135647-02,167605,5
2025-01-27,1R01AI185349-01A1,471159,1
2025-01-27,5I01BX005742-04,0,5
2025-01-27,5I01BX002730-09,0,5
2025-01-27,1R01DK139116-01A1,711791,1
2025-01-27,1R21EY037082-01,192500,1
2025-01-27,5R01DE031812-04,528359,5
2025-01-27,5R21MH136483-02,170773,5
2025-01-27,5I01BX005287-04,0,5
2025-01-27,5I01BX002943-10,0,5
2025-01-27,1R13AI189200-01,6000,1
2025-01-27,5R35GM144147-04,347625,5
2025-01-27,5R01CA263216-04,296112,5
2025-01-27,5I01BX006038-02,0,5
2025-01-27,5I01BX005685-03,0,5
2025-01-27,5R01MH129934-03,609521,5
2025-01-27,1R21AI191405-01,215751,1
2025-01-27,5R34MH128296-03,202725,5
2025-01-27,5IK2BX004879-06,0,5
2025-01-27,5R01DE030667-05,440286,5
2025-01-27,5I01BX005796-04,0,5
2025-01-27,1R01DK139558-01A1,512812,1
2025-01-27,5I01BX005749-03,0,5
2025-01-27,5I01BX002301-12,0,5
2025-01-27,5R01HL160861-04,411992,5
2025-01-27,5I01BX005142-05,0,5
2025-01-27,5I01BX004092-07,0,5
2025-01-27,5IK2BX005694-04,0,5
2025-01-27,5IK2BX005371-04,0,5
2025-01-27,1R01AR084282-01A1,458907,1
2025-01-27,5U01AG086158-02,427243,5
2025-01-27,5R35GM130358-07,479700,5
2025-01-27,5R03CA270837-03,89340,5
2025-01-27,5R01EB032658-04,523088,5
2025-01-27,5R01NS121067-05,362250,5
2025-01-27,5I21BX005665-03,0,5
2025-01-27,5I01BX006099-03,0,5
2025-01-27,5I01BX006266-02,0,5
2025-01-27,5R21CA286309-02,177768,5
2025-01-27,3R01HL171586-02S1,86915,3
2025-01-27,5I01BX001584-11,0,5
2025-01-27,5R01CA258372-05,360281,5
2025-01-27,5P40OD011102-25,883710,5
2025-01-27,1R01DK141495-01,502233,1
2025-01-27,1R35HL176359-01,1127798,1
2025-01-27,5R21MH135251-02,168406,5
2025-01-27,5K01DA056693-02,196884,5
2025-01-27,5R01ES024765-08,487845,5
2025-01-27,5I01BX000656-15,0,5
2025-01-27,5I21BX006349-02,0,5
2025-01-27,5I01BX006179-02,0,5
2025-01-27,1R21CA287340-01A1,247660,1
2025-01-27,5U01MH128483-04,594701,5
2025-01-27,1R01HL178095-01,590283,1
2025-01-27,5R01NS132504-03,511676,5
2025-01-27,5I01BX004981-06,0,5
2025-01-27,5I01BX001963-12,0,5
2025-01-27,5I01BX003836-08,0,5
2025-01-27,5R35GM128885-07,334643,5
2025-01-27,1R35GM156300-01,401595,1
2025-01-27,5I01BX000666-13,0,5
2025-01-27,5R01HL172894-02,533073,5
2025-01-27,5R35GM148220-03,452433,5
2025-01-27,5I01BX005906-03,0,5
2025-01-27,2R01HL122384-09,762598,2
2025-01-27,5I01BX003415-08,0,5
2025-01-27,5I01BX003271-06,0,5
2025-01-27,5I01BX003471-08,0,5
2025-01-27,5I01BX003724-08,0,5
2025-01-27,5I01BX005951-03,0,5
2025-01-27,5R37CA276005-03,411873,5
2025-01-27,5I01BX003015-08,0,5
2025-01-27,5I01BX005823-04,0,5
2025-01-27,5I01BX004454-07,0,5
2025-01-27,5R01DA055656-04,507103,5
2025-01-27,5I01BX006169-02,0,5
2025-01-27,5I01BX001786-12,0,5
2025-01-27,3R01EY035254-03S1,77802,3
2025-01-27,5I01BX005844-04,0,5
2025-01-27,5R01NS095989-08,491522,5
2025-01-27,5I01BX005640-04,0,5
2025-01-27,5R01CA237401-06,431942,5
2025-01-27,5I01BX000851-12,0,5
2025-01-27,5I01BX005318-04,0,5
2025-01-27,5IK2BX005760-03,0,5
2025-01-27,5R01NS125316-04,414456,5
2025-01-27,5P30CA014195-52,2725899,5
2025-01-27,1R21AI190958-01,265650,1
2025-01-27,5R01NS131151-03,386587,5
2025-01-27,5R01CA273732-02,578131,5
2025-01-27,5F32NS129589-03,76756,5
2025-01-27,5R01NS099414-07,371250,5
2025-01-27,5I01HX002489-03,0,5
2025-01-27,1R03DE034380-01,185918,1
2025-01-27,5I01BX004045-06,0,5
2025-01-27,5IK2BX005369-04,0,5
2025-01-27,5I01BX004293-07,0,5
2025-01-27,5I01BX006131-02,0,5
2025-01-27,5I01BX000964-12,0,5
2025-01-27,5I01BX002547-10,0,5
2025-01-27,5K23MH126211-04,110027,5
2025-01-27,5I01BX005703-03,0,5
2025-01-27,1R34DA061984-01,383521,1
2025-01-27,5R01CA260831-04,583394,5
2025-01-27,5R01DC020867-03,614098,5
2025-01-27,5R01MH134074-02,513604,5
2025-01-27,1R01HL176899-01,732672,1
2025-01-27,5I01BX006251-02,0,5
2025-01-27,5I01BX006240-02,0,5
2025-01-27,1R35HL177401-01,1091824,1
2025-01-27,2R01HL089778-13,617103,2
2025-01-27,5U42OD010990-25,952375,5
2025-01-27,1IK1RX004813-01A2,0,1
2025-01-27,5UH3NS129898-03,910776,5
2025-01-27,5R01NS130916-03,113400,5
2025-01-27,5I01BX006062-02,0,5
2025-01-27,5P30CA008748-59,12112417,5
2025-01-27,5R01HL162304-04,674429,5
2025-01-27,5I01BX005990-03,0,5
2025-01-27,5I01BX000803-13,0,5
2025-01-27,5I01BX005957-02,0,5
2025-01-27,5R01CA222349-07,376650,5
2025-01-27,5R01HL137766-07,520941,5
2025-01-27,5R01HL165751-03,663775,5
2025-01-27,1R35GM156196-01,401253,1
2025-01-27,1R21NS135412-01A1,226500,1
2025-01-27,5I01BX004633-06,0,5
2025-01-27,1K99HG013991-01,126830,1
2025-01-27,5R00NS114111-05,249000,5
2025-01-27,1R01HL177518-01,779771,1
2025-01-27,5I01BX006007-02,0,5
2025-01-27,5I01BX004258-07,0,5
2025-01-27,5I01BX005686-04,0,5
2025-01-27,1R21EY036948-01,155000,1
2025-01-27,5R01NS117699-05,442288,5
2025-01-27,5R01NS115862-05,388496,5
2025-01-27,5R01MH132605-02,645684,5
2025-01-27,1R01HL177003-01,707410,1
2025-01-27,5I01BX005886-03,0,5
2025-01-27,5I01BX005771-04,0,5
2025-01-27,5R01CA174869-09,327395,5
2025-01-27,1R21HL177730-01,123000,1
2025-01-27,5R01NS125490-04,423106,5
2025-01-27,2R01GM120316-05A1,325530,2
2025-01-27,5R01GM152704-02,315903,5
2025-01-27,5R01CA279108-02,567729,5
2025-01-27,5I01BX004115-06,0,5
2025-01-27,5I01BX006167-02,0,5
2025-01-27,1R35GM156615-01,681393,1
2025-01-27,5R01NS124728-04,373519,5
2025-01-27,5I01BX005584-03,0,5
2025-01-27,1R34DA061924-01,330027,1
2025-01-27,5R01DE032732-02,318293,5
2025-01-27,5R01HL158961-03,402500,5
2025-01-27,1R01HL171220-01A1,678803,1
2025-01-27,5R01HL172784-02,605817,5
2025-01-27,5R01MH134800-02,763579,5
2025-01-27,1R01HL176568-01,634183,1
2025-01-28,5R01HL146636-05,669280,5
2025-01-28,1K23AI190128-01,186221,1
2025-01-28,5R01AI158596-03,553548,5
2025-01-28,5R01AR083470-02,603461,5
2025-01-28,5R33GM144915-04,655511,5
2025-01-28,5R01AR068128-10,547414,5
2025-01-28,1R35GM156320-01,483990,1
2025-01-28,1R35GM156206-01,414285,1
2025-01-28,5R35GM144336-04,454669,5
2025-01-28,5R01CA278229-03,488413,5
2025-01-28,5R35HL171168-02,853132,5
2025-01-28,5I01HX002950-06,0,5
2025-01-28,5R13DC020893-03,31155,5
2025-01-28,1U01AI186993-01,1352292,1
2025-01-28,7K23DC020244-04,60382,7
2025-01-28,5R01AI167857-04,555206,5
2025-01-28,5I01HX002631-06,0,5
2025-01-28,3F99CA294267-01S1,3000,3
2025-01-28,5R01MH135425-02,671746,5
2025-01-28,1K99CA297005-01,122032,1
2025-01-28,5R01ES034690-02,740816,5
2025-01-28,5U01NS123658-04,679301,5
2025-01-28,5U01NS128655-03,958817,5
2025-01-28,5R01MH048463-31,649914,5
2025-01-28,5R01GM121493-08,409995,5
2025-01-28,5R01MH122465-05,647682,5
2025-01-28,5R01AG076153-04,480065,5
2025-01-28,3R01MH129374-03S1,111618,3
2025-01-28,5R01NS117745-05,839094,5
2025-01-28,5R01DC020764-03,546400,5
2025-01-28,5R01MH133625-02,717470,5
2025-01-28,1R01CA297784-01,371822,1
